Design Variation:  chainL='0.68000000000000005um' chainW='1um' CJ='11.699999999999999fF' CJ_SQUID='32.759999999999998fF' d='0.050000000000000003' extCouplingL='10um' extCouplingW='1um' fstLidExtL='3um' fstLidL='10um' fstLidW='50um' JJ_dummy_L='0.10000000000000001um' LJ='0.87nH' LJ_SQUID='6.2000000000000002nH' lstLidL='3um' lstLidW='1um' N='19' N_SQ='9' pitL='0um' pitW='2um' spacingChain='0.16um' spacingCoupling='1um' SQUIDbufferL='40um' SQUIDbufferL2='3um' SQUIDislandL='3um' SQUIDJJL='5um' SQUIDJJW='1um' SQUIDLidL='2um' SQUIDLidW='10um' stripeW='465.21199999999999um' subL='1.5mm' subT='525um' subW='1.5mm'
Setup1:LastAdaptive
Problem Type:  C
C Units:fF, G Units:mSie
Reduce Matrix:  Original
Frequency:  21GHz

Capacitance Matrix
,feed,first_island,gnd,island,island_1,island_2,island_3,island_4,island_5,island_6,island_7,island_8,island_25,island_25_1,island_25_2,island_25_3,island_25_4,island_25_5,island_25_6,island_25_7,island_25_8,last_island,SQUID_lid1,SQUID_lid2,
island_25_1,-1.386300494770575E-07,-1.440786692755381E-08,-1.110671628485568E-07,-5.654994932637506E-11,-6.035133669930498E-11,-6.329877472794679E-11,-6.619918028515822E-11,-6.906502002854835E-11,-7.172930946994419E-11,-7.446446717714088E-11,-7.709931682700753E-11,-8.078803708542899E-11,-7.247033372240321E-07,2.458373776494465E-06,-7.196575666398153E-07,-1.134472509217606E-07,-5.107188853892335E-08,-3.112986227924078E-08,-2.050609056024065E-08,-1.513734677878314E-08,-1.174513284039031E-08,-5.011204312978494E-08,-9.458898862967045E-08,-3.650941868259894E-07
island_25_2,-1.428365501678969E-07,-1.474894871148233E-08,-1.146978546474862E-07,-5.880069944178883E-11,-6.258435474029343E-11,-6.558027283721602E-11,-6.852918560223640E-11,-7.143575910236408E-11,-7.416536334583285E-11,-7.694824297782612E-11,-7.963260400134681E-11,-8.340490621015869E-11,-1.116545276688615E-07,-7.196575666398153E-07,2.451134269622112E-06,-7.195121144358002E-07,-1.103246731637084E-07,-5.246068778674594E-08,-3.032370216373299E-08,-2.071468318129926E-08,-1.527396679167304E-08,-5.951572462339345E-08,-9.173207854598188E-08,-2.494601324481539E-07
island_25_3,-1.460290736757239E-07,-1.495139638723292E-08,-1.175683096565853E-07,-5.963972904889819E-11,-6.338457405185880E-11,-6.640596383213529E-11,-6.938101871535276E-11,-7.230343904925567E-11,-7.507657088671461E-11,-7.788093721770084E-11,-8.058574057873136E-11,-8.439092137873846E-11,-5.190701585007520E-08,-1.134472509217606E-07,-7.195121144358002E-07,2.460707631665498E-06,-7.274958458730245E-07,-1.143339369939296E-07,-5.075599201559201E-08,-3.038849438055014E-08,-2.073073734793802E-08,-7.146562802468430E-08,-8.892879150902638E-08,-1.947784648666589E-07
island_25_4,-1.499847744736494E-07,-1.522502339647825E-08,-1.210926048936579E-07,-6.068379547669448E-11,-6.442003684314038E-11,-6.748234493681757E-11,-7.049850293278072E-11,-7.345252989630244E-11,-7.627981480660233E-11,-7.911983534497734E-11,-8.185844444484889E-11,-8.571425102360519E-11,-3.088953578171665E-08,-5.107188853892335E-08,-1.103246731637084E-07,-7.274958458730245E-07,2.465395265174485E-06,-7.318555281017662E-07,-1.097074314727991E-07,-5.089009288376711E-08,-3.052399063013841E-08,-8.884076812110524E-08,-8.686501508951303E-08,-1.621565101074488E-07
island_25_5,-1.571071198487388E-07,-1.590456902532115E-08,-1.274458105276814E-07,-6.329617311303347E-11,-6.710199656888460E-11,-7.025915346963467E-11,-7.336879020118211E-11,-7.662137056482763E-11,-7.953218625236540E-11,-8.244314176739350E-11,-8.525039091419806E-11,-8.922222292609334E-11,-2.151197621610076E-08,-3.112986227924078E-08,-5.246068778674594E-08,-1.143339369939296E-07,-7.318555281017662E-07,2.486648290234151E-06,-7.223976442658020E-07,-1.120748546879362E-07,-5.249907816382497E-08,-1.184888747522059E-07,-8.702580852220261E-08,-1.431090011788848E-07
island_25_6,-1.564772300495566E-07,-1.571099839252366E-08,-1.274906397910499E-07,-6.243968607504245E-11,-6.614284064595324E-11,-6.924864078210764E-11,-7.230809627235930E-11,-7.550166948560539E-11,-7.837498556034382E-11,-8.123609189862399E-11,-8.399462258990227E-11,-8.790008951042875E-11,-1.534791846074227E-08,-2.050609056024065E-08,-3.032370216373299E-08,-5.075599201559201E-08,-1.097074314727991E-07,-7.223976442658020E-07,2.457148132841217E-06,-7.283747243301693E-07,-1.128133899775792E-07,-1.627172750414183E-07,-8.284394166820375E-08,-1.223319212858399E-07
island_25_7,-1.602253003558428E-07,-1.595888594251726E-08,-1.311187047748553E-07,-6.333215208302907E-11,-6.704672405683298E-11,-7.018893913634959E-11,-7.328443086788180E-11,-7.651149766717518E-11,-7.942516209964701E-11,-8.231728280162568E-11,-8.510506144501838E-11,-8.905446082338245E-11,-1.193943996528288E-08,-1.513734677878314E-08,-2.071468318129926E-08,-3.038849438055014E-08,-5.089009288376711E-08,-1.120748546879362E-07,-7.283747243301693E-07,2.457425415258986E-06,-7.247736114934826E-07,-2.655778961324039E-07,-8.131665207172968E-08,-1.095043120558698E-07
island_25_8,-1.631918693953998E-07,-1.611481149490754E-08,-1.340373995462117E-07,-6.385966402076185E-11,-6.772293569007468E-11,-7.088809923094126E-11,-7.400249214676078E-11,-7.725854135614209E-11,-8.015205941212075E-11,-8.306535999139699E-11,-8.587283279706106E-11,-8.985179167665967E-11,-9.608507983931508E-09,-1.174513284039031E-08,-1.527396679167304E-08,-2.073073734793802E-08,-3.052399063013841E-08,-5.249907816382497E-08,-1.128133899775792E-07,-7.247736114934826E-07,2.422280865630075E-06,-9.526577469796223E-07,-7.931181593866593E-08,-9.937960856729469E-08
last_island,-1.591717075913469E-06,-1.512391268013302E-07,-1.314207690674569E-06,-5.970566986489566E-10,-6.320590050689790E-10,-6.617195900402837E-10,-6.909912113153226E-10,-7.187356588353552E-10,-7.458021561038618E-10,-7.728090339068519E-10,-7.988548570583127E-10,-8.358025783023121E-10,-4.450946170528264E-08,-5.011204312978494E-08,-5.951572462339345E-08,-7.146562802468430E-08,-8.884076812110524E-08,-1.184888747522059E-07,-1.627172750414183E-07,-2.655778961324039E-07,-9.526577469796223E-07,6.151710796558205E-06,-6.495046594898744E-07,-6.216264725755303E-07
SQUID_lid1,-2.351312383674955E-05,-7.728625989819213E-06,-1.277041258226866E-05,-8.571613826265162E-08,-9.658333238489131E-08,-1.096031004078287E-07,-1.261104790128511E-07,-1.478510504292199E-07,-1.793544803627013E-07,-2.310313612027415E-07,-3.399888322238482E-07,-1.019986415825816E-06,-9.712502877034139E-08,-9.458898862967045E-08,-9.173207854598188E-08,-8.892879150902638E-08,-8.686501508951303E-08,-8.702580852220261E-08,-8.284394166820375E-08,-8.131665207172968E-08,-7.931181593866593E-08,-6.495046594898744E-07,6.188343238983745E-05,-1.409464102424425E-05
SQUID_lid2,-4.399076171037286E-06,-5.061052368111432E-07,-3.277141519614796E-06,-2.096586745916005E-09,-2.216954825334576E-09,-2.323498249005750E-09,-2.429138611735824E-09,-2.528738208345963E-09,-2.629999201824866E-09,-2.728394707317750E-09,-2.823792482317737E-09,-2.959037368136713E-09,-1.074628266799639E-06,-3.650941868259894E-07,-2.494601324481539E-07,-1.947784648666589E-07,-1.621565101074488E-07,-1.431090011788848E-07,-1.223319212858399E-07,-1.095043120558698E-07,-9.937960856729469E-08,-6.216264725755303E-07,-1.409464102424425E-05,2.544827556492684E-05

